labels,F4,F3,Fz,Cz,timestamps
0,-1820.6,-912.43,-3121.89,56.87,-2.0000094315154477
0,-1818.61,-911.26,-3119.13,55.71,-1.99500940793666
0,-1820.44,-911.31,-3120.72,50.39,-1.9900093843578688
0,-1817.64,-904.88,-3116.65,58.9,-1.985009360779081
0,-1815.56,-905.4,-3111.89,58.17,-1.9800093372002934
0,-1817.28,-907.58,-3115.82,56.48,-1.9750093136215057
0,-1822.59,-911.57,-3123.14,50.74,-1.9700092900427144
0,-1830.88,-925.12,-3127.14,44.98,-1.9650092664639267
0,-1829.32,-922.81,-3128.35,46.11,-1.960009242885139
0,-1822.97,-910.5,-3123.76,57.37,-1.9550092193063477
0,-1833.05,-923.42,-3130.1,50.03,-1.95000919572756
0,-1834.17,-920.12,-3133.91,47.28,-1.9450091721487723
0,-1831.04,-920.48,-3135.86,49.55,-1.9400091485699846
0,-1831.51,-918.19,-3131.9,49.62,-1.9350091249911934
0,-1825.6,-916.34,-3124.25,49.81,-1.9300091014124057
0,-1835.06,-922.64,-3129.08,49.17,-1.925009077833618
0,-1835.42,-925.05,-3135.05,41.1,-1.9200090542548303
0,-1845.82,-928.47,-3139.3,39.36,-1.915009030676039
0,-1842.6,-926.83,-3135.63,44.58,-1.9100090070972513
0,-1834.74,-923.52,-3131.52,47.68,-1.9050089835184636
0,-1834.64,-921.29,-3136.38,42.55,-1.900008959939676
0,-1840.23,-922.67,-3135.63,40.42,-1.8950089363608846
0,-1828.55,-917.66,-3128.75,41.39,-1.890008912782097
0,-1830.06,-920.6,-3131.81,39.98,-1.8850088892033092
0,-1831.93,-930.8,-3133.58,40.7,-1.8800088656245215
0,-1821.15,-920.38,-3130.95,45.28,-1.8750088420457303
0,-1830.14,-914.96,-3129.49,47.29,-1.8700088184669426
0,-1832.07,-910.98,-3127.71,52.03,-1.8650087948881549
0,-1826.9,-912.43,-3127.14,50.57,-1.8600087713093671
0,-1821.02,-910.44,-3121.2,53.98,-1.855008747730576
0,-1825.76,-907.45,-3117.67,54.19,-1.8500087241517882
0,-1822.58,-914.21,-3122.88,48.89,-1.8450087005730005
0,-1827.44,-907.25,-3119.44,51.84,-1.8400086769942128
0,-1835.83,-920.02,-3129.53,48.62,-1.8350086534154215
0,-1828.84,-922.45,-3131.07,50.03,-1.8300086298366338
0,-1833.9,-912.23,-3125.57,49.51,-1.825008606257846
0,-1832.74,-922.32,-3132.68,45.22,-1.8200085826790584
0,-1825.67,-916.73,-3124.91,53.86,-1.8150085591002671
0,-1830.28,-922.89,-3130.52,48.62,-1.8100085355214794
0,-1829.82,-915.87,-3126.51,51.39,-1.8050085119426917
0,-1825.39,-916.05,-3127.64,49.21,-1.800008488363904
0,-1824.69,-923.68,-3130.66,57.1,-1.7950084647851128
0,-1828.2,-929.88,-3134.14,54.15,-1.790008441206325
0,-1832.1,-924.28,-3130.79,49.31,-1.7850084176275374
0,-1826.45,-908.1,-3128.39,51.96,-1.7800083940487461
0,-1828.89,-919.39,-3128.89,55.39,-1.7750083704699584
0,-1837.88,-922.21,-3130.89,56.46,-1.7700083468911707
0,-1825.32,-922.32,-3129.77,53.43,-1.765008323312383
0,-1827.83,-915.7,-3122.03,52.15,-1.7600082997335917
0,-1828.75,-916.3,-3127.91,56.07,-1.755008276154804
0,-1833.81,-918.51,-3125.94,48.6,-1.7500082525760163
0,-1831.41,-916.56,-3125.38,46.65,-1.7450082289972286
0,-1824.92,-917.09,-3125.14,47.41,-1.7400082054184374
0,-1831.94,-917.52,-3127.69,56.4,-1.7350081818396497
0,-1821.63,-913.08,-3121.27,60.6,-1.730008158260862
0,-1822.46,-906.21,-3116.26,62.92,-1.7250081346820743
0,-1819.4,-907.74,-3115.2,60.3,-1.720008111103283
0,-1816.14,-903.37,-3113.99,63.93,-1.7150080875244953
0,-1827.82,-908.38,-3118.51,58.16,-1.7100080639457076
0,-1825.9,-908.41,-3121.95,54.59,-1.7050080403669199
0,-1823.46,-909.22,-3122.32,54.91,-1.7000080167881286
0,-1829.65,-911.33,-3127.02,50.08,-1.695007993209341
0,-1831.02,-914.46,-3128.25,49.27,-1.6900079696305532
0,-1831.58,-915.79,-3125.03,51.76,-1.6850079460517655
0,-1832.36,-913.53,-3127.6,50.0,-1.6800079224729743
0,-1828.53,-921.01,-3127.44,46.45,-1.6750078988941866
0,-1832.11,-914.14,-3123.08,51.05,-1.6700078753153988
0,-1822.38,-921.88,-3124.97,48.62,-1.6650078517366111
0,-1818.34,-915.95,-3123.5,50.71,-1.6600078281578199
0,-1823.63,-916.0,-3128.12,49.64,-1.6550078045790322
0,-1830.93,-921.43,-3134.07,45.41,-1.6500077810002445
0,-1828.29,-926.73,-3132.94,47.3,-1.6450077574214568
0,-1828.76,-923.24,-3136.68,42.54,-1.6400077338426655
0,-1828.99,-920.12,-3131.49,40.3,-1.6350077102638778
0,-1834.79,-915.87,-3127.91,45.63,-1.63000768668509
0,-1835.97,-913.06,-3135.02,41.95,-1.6250076631062988
0,-1834.31,-911.79,-3129.31,44.44,-1.6200076395275111
0,-1833.41,-924.41,-3128.24,43.65,-1.6150076159487234
0,-1831.87,-928.89,-3133.04,49.33,-1.6100075923699357
0,-1832.99,-921.18,-3132.04,50.52,-1.6050075687911445
0,-1833.42,-921.3,-3129.54,51.62,-1.6000075452123568
0,-1834.05,-923.74,-3132.07,48.93,-1.595007521633569
0,-1834.76,-919.74,-3129.71,44.91,-1.5900074980547814
0,-1833.72,-923.67,-3127.53,49.26,-1.58500747447599
0,-1830.63,-923.68,-3133.61,49.21,-1.5800074508972024
0,-1828.41,-922.94,-3131.56,56.63,-1.5750074273184147
0,-1833.83,-923.12,-3132.8,57.18,-1.570007403739627
0,-1835.02,-927.6,-3136.03,45.86,-1.5650073801608357
0,-1830.86,-923.18,-3135.72,44.71,-1.560007356582048
0,-1826.3,-920.06,-3127.65,50.04,-1.5550073330032603
0,-1828.1,-923.25,-3126.87,47.31,-1.5500073094244726
0,-1826.93,-909.43,-3116.85,54.85,-1.5450072858456814
0,-1828.55,-906.85,-3120.31,52.97,-1.5400072622668937
0,-1827.87,-916.43,-3123.89,50.31,-1.535007238688106
