timestamps,labels,rewards,actions
0.007880780000050436,0,0,0
0.10690084099951491,0,0,1
0.20737582099900465,0,0,1
0.3022815719996288,0,0,0
0.4027261089995591,0,0,0
0.5015461879993381,0,0,0
0.6006815539985837,0,0,0
0.701831061998746,0,0,0
0.8003348179991008,0,0,0
0.9012901429996418,0,0,0
1.0009177339998132,0,0,0
1.1029685869998502,0,0,0
1.2021716999988712,0,0,0
1.3003170129995851,0,0,0
1.3954349409996212,0,0,0
1.496520848999353,0,0,0
1.5926045709984464,0,0,0
1.69546187800006,0,0,0
1.7977237089999107,0,0,0
1.9042817359986657,0,0,0
2.00587699299831,0,0,0
2.1014518329993734,0,0,0
2.203858433998903,0,0,0
2.301781285999823,0,0,0
2.40269743799945,0,0,0
2.5003906929996447,0,0,0
2.5998866919999273,0,0,1
2.6981063299990637,0,0,1
2.798410615998364,0,0,0
2.896693411999877,0,0,1
2.998081674999412,0,0,1
3.0982535119983368,0,0,0
3.2012241699994775,1,1,0
3.289841735999289,1,0,0
3.3888552349999372,1,0,0
3.4922519009996904,1,0,0
3.5936567379994813,1,0,0
3.6916594119993533,1,0,0
3.791952406998462,1,0,0
3.8882594569986395,1,0,0
3.9898809709993657,1,0,0
4.096752723999089,1,0,0
4.198461602998577,0,0,0
4.304002425998988,0,0,1
4.407267098999,0,0,0
4.505667761999575,0,0,0
4.607622105999326,0,0,0
4.706366747999709,0,0,0
4.8069792879996385,0,0,0
4.9043082909993245,0,0,1
5.002983047999805,0,0,1
5.100818368999171,0,0,1
5.198086396998406,0,0,1
5.293611700999463,0,0,1
5.394370039999558,0,0,1
5.492638096999144,0,0,1
5.589585101999546,0,0,1
5.688235514999178,0,0,1
5.784424801999194,0,0,0
5.880735533999541,0,0,0
5.978997771999275,0,0,0
6.07438602000002,0,0,0
6.1751561559995025,0,0,0
6.27082752699971,0,0,0
6.38206886899934,0,0,0
6.479168518999359,0,0,0
6.576906923999559,0,0,1
6.6736702079997485,0,0,0
6.78593526899931,0,0,0
6.883817062998787,0,0,0
6.984694350998325,0,0,0
7.084578656998929,0,0,0
7.177746017998288,0,0,0
7.273651752999285,0,0,1
7.372989328998301,0,0,0
7.471484176998274,0,0,0
7.569882116998997,0,0,0
7.663481267998577,0,0,0
7.762284354999792,0,0,0
7.858022990998506,0,0,0
7.959813856999972,0,0,0
8.060094916998423,0,0,0
8.161935629999789,0,0,1
8.260507188999327,0,0,1
8.36350160299844,0,0,1
8.459576507999373,0,0,1
8.559970050999254,0,0,1
8.662921281998933,0,0,0
8.763241076998384,0,0,0
8.859254164999584,0,0,0
8.96047571499912,0,0,0
9.059742240999185,0,0,1
9.16065806000006,0,0,0
9.261541011999725,0,0,0
9.36117704299977,0,0,0
9.458515927999542,0,0,1
9.55867466699965,0,0,0
9.65980571199907,0,0,0
9.758099313999992,0,0,0
9.854971651999222,0,0,1
9.955485937000049,0,0,0
10.052656806999948,0,0,0
10.1537429229993,0,0,1
10.247113993998937,0,0,0
10.363421068999742,0,0,0
10.461716773999797,0,0,1
10.557158675999744,0,0,0
10.657521365999855,0,0,0
10.756951376999496,0,0,0
10.857080279000002,0,0,1
10.956750649998867,0,0,0
11.059737110999777,0,0,0
11.158932328999072,0,0,0
11.258229172999563,0,0,1
11.355503332999433,0,0,0
11.455564444999254,0,0,0
11.548447757999384,0,0,0
11.646538908998991,0,0,0
11.74392563499896,0,0,0
11.844314443998883,0,0,0
11.942667766999875,0,0,0
12.04022746499868,0,0,0
12.14010505799888,0,0,0
12.239797670999906,0,0,0
12.33980672799953,0,0,0
12.435121229998913,0,0,1
12.533703120998325,0,0,0
12.628514062998875,0,0,0
12.730645549998371,0,0,0
12.828522836000047,0,0,0
12.930059536000044,0,0,0
13.028320751998763,0,0,0
13.133184168998923,0,0,0
13.229085971999666,0,0,0
13.330595601999448,0,0,0
13.428342451999924,0,0,1
13.531035134999911,0,0,1
13.629259574998287,0,0,0
13.731093056998361,0,0,0
13.82984855399991,0,0,0
13.931282483999894,0,0,0
14.02950431699901,0,0,0
14.132498420998672,0,0,0
14.232064534999154,0,0,0
14.331968671998766,0,0,0
14.431762731999697,0,0,0
14.530284127999039,0,0,0
14.630121083999256,0,0,0
14.73004528599995,0,0,0
14.832034783999916,0,0,0
14.933534189000056,0,0,1
15.035092520000035,0,0,0
15.133366128999114,0,0,0
15.234357108998665,0,0,0
15.332263781998336,0,0,1
15.433888212999591,0,0,1
15.531407396998475,0,0,1
15.632656578000024,0,0,0
15.731534429998646,0,0,0
15.83647245999964,0,0,0
15.932668737999848,0,0,0
16.034616669998286,0,0,0
16.131435645998863,0,0,0
16.234518872999615,0,0,0
16.332420535998608,0,0,0
16.432149071999447,0,0,0
16.532370767999964,0,0,1
16.630145733999598,0,0,0
16.727724492999187,0,0,0
16.826643358999718,0,0,0
16.921562561999963,0,0,1
17.019610972998635,0,0,0
17.115958314998352,0,0,1
17.21870168699934,0,0,1
17.317190368999945,0,0,0
17.414015742999254,0,0,0
17.511822522999864,0,0,1
17.609650876998785,0,0,1
17.705241000998285,0,0,1
17.80123806299889,1,1,0
17.89595338699837,1,0,0
17.990916219998326,1,0,0
18.08700973499981,1,0,0
18.186423834999005,1,0,0
18.280475102999844,1,0,0
18.382981024999026,1,0,0
18.47798011499981,1,0,0
18.584181152999008,1,0,0
18.682840010998916,1,0,0
18.784784781999406,0,0,0
18.883559469999454,0,0,0
18.988418429999,0,0,0
19.08578007199867,0,0,0
19.186458330999812,0,0,1
19.286843631998636,0,0,1
19.384955057999832,0,0,1
19.48389550599859,0,0,0
19.58087742799944,0,0,0
19.680557693000083,0,0,0
19.780409692999456,0,0,1
19.87783679899985,0,0,1
19.975800526999592,0,0,1
20.07231135999973,0,0,1
20.174124692999612,0,0,0
20.270059264999873,0,0,1
20.366366145999564,0,0,0
20.467217737999817,0,0,0
20.56422745599957,0,0,0
20.663708606998625,0,0,0
20.760567219998848,0,0,0
20.859501953998915,0,0,1
20.957837093999842,0,0,1
21.055073460998756,0,0,1
21.153988178999498,0,0,1
21.25379235699984,0,0,1
21.35189072399953,0,0,1
21.45279229099833,0,0,1
21.551701400998354,0,0,1
21.65307911599848,0,0,0
21.752900663999753,0,0,0
21.854314272999545,0,0,0
21.95224639299886,0,0,0
22.049559682998733,0,0,0
22.144252118998338,0,0,0
22.24088251699868,0,0,0
22.340682783999,0,0,1
22.438611814999604,0,0,0
22.537558410998827,0,0,0
22.63768382299895,0,0,1
22.736781114999758,0,0,0
22.834845655999743,0,0,0
22.936783280998498,0,0,1
23.03863441699832,0,0,0
23.137158445999376,0,0,0
23.240518873999463,0,0,1
23.346461064998948,0,0,1
23.44153111399828,0,0,1
23.554039671998908,0,0,0
23.65861065199897,0,0,0
23.763536953998482,0,0,1
23.859418816999096,0,0,0
23.956707647999792,0,0,0
24.057777532998443,0,0,1
24.157753563998995,0,0,0
24.261763686999984,0,0,1
24.3572053959997,0,0,0
24.45756055899983,0,0,1
24.557068015999903,0,0,1
24.657552353999563,0,0,0
24.7545962819986,0,0,0
24.854578479998963,0,0,0
24.9479236749994,0,0,1
25.056908326998382,1,1,0
25.146435082999233,1,0,0
25.24477480799942,1,0,0
25.34008726799948,1,0,0
25.446128615998532,1,0,0
25.548893646999204,1,0,0
25.655531009999322,1,0,0
25.75868305399854,1,0,0
25.869013518999054,1,0,0
25.971259261999876,1,0,0
26.072077829998307,0,0,0
26.18700293299844,0,0,0
26.304034990998844,0,0,1
26.40806193299977,0,0,0
26.51985140599936,0,0,0
26.624586403999274,0,0,0
26.72783183199863,0,0,0
26.828303540998604,0,0,0
26.929582073998972,0,0,0
27.03719077599999,0,0,0
27.137289061998672,0,0,1
27.253056195999307,0,0,1
27.353183468998395,0,0,0
27.449666450998848,0,0,1
27.547217071998602,0,0,0
27.64369443599935,0,0,0
27.744682003998605,0,0,1
27.843391080999936,0,0,0
27.9413724979986,0,0,0
28.04751846599902,0,0,0
28.160363959999813,0,0,0
28.259020195999256,0,0,0
28.357420693999302,0,0,0
28.45731966999847,0,0,0
28.55744619699908,0,0,0
28.65660592599852,0,0,0
28.750300621999486,0,0,0
28.850455457999487,0,0,0
28.9478035989996,0,0,0
29.04775453699949,0,0,0
29.144133070998578,0,0,0
29.247021366998524,0,0,0
29.344582105999507,0,0,0
29.444846193999183,0,0,0
29.54302860899952,0,0,0
29.64217862699843,0,0,0
29.742018059998372,0,0,0
29.841538966998996,0,0,0
29.93692209799883,0,0,0
30.03177282299839,0,0,0
30.13046630899953,0,0,0
30.230023381998762,0,0,1
30.331561555998633,0,0,0
30.4296991229985,0,0,0
30.531958648998625,0,0,0
30.629829334999158,0,0,0
30.731475917998978,0,0,1
30.832075677999455,0,0,1
30.930865754999104,0,0,1
31.029957789000036,0,0,0
31.131488828999863,0,0,0
31.23020529599853,0,0,0
31.33114221699907,0,0,1
31.43044766299863,0,0,0
31.53015708699968,0,0,0
31.627048188998742,0,0,0
31.721327313000074,0,0,0
31.819013106998682,0,0,0
31.91561555899898,0,0,1
32.01595554099913,0,0,0
32.11488699799884,0,0,0
32.215204397998605,0,0,0
32.31538245699994,0,0,1
32.414836368998294,0,0,0
32.51498218099914,0,0,1
32.614669488999425,0,0,0
32.712675072998536,0,0,0
32.81178602499858,0,0,0
32.91017657999873,0,0,0
33.006232451998585,0,0,0
33.10161985499872,0,0,0
33.198614528999315,0,0,0
33.29931441899862,0,0,1
33.40026467499956,0,0,0
33.49826350599869,0,0,0
33.59948124699986,0,0,1
33.69837260799977,0,0,0
33.79917547900004,0,0,0
33.90181939699869,0,0,1
34.002529384999434,0,0,1
34.099581815999045,0,0,0
34.20256384299864,0,0,1
34.29965969499972,0,0,0
34.40063244999874,0,0,0
34.50003525899956,0,0,1
34.599181645999124,0,0,0
34.698270253999,0,0,0
34.79659521099893,0,0,0
34.89713514199866,0,0,0
34.9970684889995,0,0,0
35.097333736999644,0,0,0
35.19839933299954,0,0,0
35.30379761399854,0,0,0
35.40275140999984,0,0,0
35.50412178099941,0,0,1
35.602279184999134,0,0,0
35.7035700739998,0,0,0
35.80295742299859,0,0,0
35.90058823899926,0,0,0
36.000287309998384,0,0,1
36.09722023799986,0,0,1
36.19648531099847,0,0,0
36.29190514599941,0,0,0
36.39317159099846,0,0,0
36.487836979998974,0,0,1
36.58848860499893,0,0,0
36.68633390099967,0,0,1
36.783416259999285,0,0,0
36.882466441998986,0,0,1
36.98314059999939,0,0,0
37.08120415599842,0,0,0
37.180762616999345,0,0,0
37.277323011998305,0,0,1
37.37408624899945,0,0,0
37.47387294699911,0,0,1
37.57163380299971,0,0,0
37.672356037999634,0,0,1
37.77166722799848,0,0,0
37.87252648199865,0,0,0
37.9727399939984,0,0,0
38.07244597299905,0,0,0
38.1738736039988,0,0,0
38.27017752699976,0,0,0
38.37191389999862,0,0,0
38.47560074299872,0,0,1
38.573696629999176,0,0,1
38.67253433299993,0,0,0
38.773903397999675,0,0,0
38.87234298899966,0,0,1
38.97364006999851,0,0,0
39.07423733599899,0,0,1
39.17418915899907,0,0,1
39.27112112599934,0,0,0
39.37310171399986,0,0,0
39.47221871999864,0,0,0
39.56927624799937,0,0,1
39.66581190099896,0,0,1
39.76186727299864,0,0,0
39.85972549299913,0,0,1
39.95764080199842,0,0,1
40.057729686999664,0,0,1
40.161113126998316,0,0,0
40.25694217399905,0,0,0
40.35776114100008,0,0,0
40.45820744299999,0,0,1
40.55675135399906,0,0,0
40.65685990899874,0,0,1
40.75740239199877,0,0,0
40.85672754699954,0,0,0
40.95489673599877,0,0,0
41.05247673099984,0,0,0
41.146953144998406,0,0,1
41.24703148499975,0,0,0
41.343972451999434,0,0,0
41.44350093199864,0,0,0
41.541838847999315,0,0,0
41.64454610199937,0,0,0
41.73879601899898,0,0,0
41.83665156299867,0,0,0
41.93537800800004,0,0,0
42.02814219999891,0,0,1
42.12764075699852,0,0,0
42.225566982999226,0,0,0
42.325599959998726,0,0,0
42.44207430999995,0,0,0
42.54412841499834,0,0,0
42.6450075419998,0,0,0
42.74450039599833,0,0,0
42.843527695999,0,0,0
42.94126537899865,0,0,0
43.04097643399837,0,0,0
43.13795604400002,0,0,1
43.2378640299994,0,0,0
43.33535193099851,0,0,0
43.43374808099907,0,0,0
43.53052673399907,0,0,0
43.628423287998885,0,0,0
43.72637546899932,0,0,0
43.82328812199921,0,0,1
43.92276065299848,0,0,0
44.022308355999485,0,0,1
44.121672080998906,0,0,1
44.21685884899853,0,0,0
44.315845122999235,0,0,0
44.412990537999576,0,0,0
44.51236498199978,0,0,1
44.61038322700006,0,0,0
44.708718350999334,0,0,0
44.80542879299901,0,0,0
44.898445102999176,0,0,0
44.99819111399847,0,0,0
45.09443102299883,0,0,0
45.19682886800001,0,0,0
45.29655040699981,0,0,0
45.39168789999894,0,0,0
45.4923534339996,0,0,0
45.59260648899908,0,0,1
45.69194621299903,0,0,0
45.79342380399976,0,0,0
45.89203626399831,0,0,0
45.99479011299991,0,0,1
46.09377977699842,0,0,0
46.194583002999934,0,0,0
46.29087441899901,0,0,0
46.39060776899896,0,0,1
46.48635501899844,0,0,0
46.58390035299999,0,0,0
46.68468845999996,0,0,0
46.78069293899898,0,0,1
46.88174697799877,0,0,1
46.98139632699895,0,0,1
47.08111610399828,0,0,1
47.179391184999986,0,0,0
47.283275809999395,0,0,1
47.38004523499876,0,0,0
47.48274071199921,0,0,1
47.588178398998934,0,0,1
47.68481442999837,0,0,1
47.78268530599962,0,0,1
47.88032177099922,0,0,1
47.98226265899939,0,0,0
48.081991906999974,0,0,0
48.183258289998776,0,0,0
48.28024221099986,0,0,0
48.382143711000026,0,0,0
48.48106185100005,0,0,0
48.58071505799853,0,0,1
48.67920810399846,0,0,0
48.7806568879987,0,0,1
48.88169290899896,0,0,1
48.98108344799948,0,0,0
49.0834013199983,0,0,1
49.18238841799939,0,0,1
49.2830365159989,0,0,1
49.38172448199839,0,0,1
49.48293768199983,0,0,1
49.57963508899957,0,0,0
49.68434670999886,0,0,0
49.78306597899973,0,0,0
49.88514300799943,0,0,1
49.9836938569988,0,0,1
50.08169933099998,0,0,0
50.18487139899844,0,0,0
50.29631005999909,0,0,1
50.399081883999315,0,0,1
50.502538912998716,0,0,0
50.598149010998895,0,0,1
50.69638948899956,0,0,0
50.79583735899905,0,0,0
50.89723067199884,0,0,1
50.99414619899835,0,0,0
51.096337315999335,0,0,0
51.1922133879998,0,0,0
51.29631625199909,0,0,0
51.397163035999256,0,0,1
51.49482964699928,0,0,1
51.59575008399952,0,0,0
51.693383255998924,0,0,0
51.79544493399953,0,0,0
51.89455625499977,0,0,0
51.99789799199971,0,0,0
52.09928110199871,0,0,1
52.19882728199991,0,0,0
52.299178149,0,0,1
52.40325875599956,0,0,0
52.50808705899908,0,0,0
52.605086925999785,0,0,1
52.706828723999934,0,0,1
52.80050845999904,0,0,0
52.91140853699835,0,0,0
53.01400053699945,0,0,0
53.11303484799828,0,0,0
53.21091033299854,0,0,0
53.30810771599863,0,0,0
53.40804129599928,0,0,0
53.505940896999164,0,0,0
53.60932823299845,0,0,0
53.70754447299987,0,0,0
53.80941903799976,0,0,0
53.92610757500006,0,0,1
54.028226333999555,0,0,0
54.14782262099834,0,0,0
54.262866860999566,0,0,1
54.37739489899832,0,0,0
54.47868541199932,0,0,0
54.58362011799909,0,0,1
54.692161140999815,0,0,1
54.78973206699993,0,0,1
54.89055199399991,0,0,1
54.994453289999,0,0,0
55.09474132499963,0,0,0
55.20069293399865,0,0,0
55.306717043999015,0,0,1
55.41853280699979,0,0,1
55.52651748399876,0,0,0
55.62365889399916,0,0,1
55.72246667199943,0,0,0
55.82485694099887,0,0,0
55.93477638799959,0,0,0
56.036849230998996,0,0,0
56.1443952239988,0,0,0
56.242258661999585,0,0,0
56.33935081299933,0,0,0
56.43920919899938,0,0,0
56.539951148999535,0,0,1
56.638931871999375,0,0,1
56.7389460659997,0,0,0
56.84043221799948,0,0,1
56.9421524929985,0,0,0
57.0529902039998,0,0,0
57.15371041899925,0,0,0
57.254262733998985,0,0,0
57.352542595999694,0,0,0
57.45415627099828,0,0,0
57.556407028998365,0,0,0
57.65628553199895,0,0,0
57.75720407299923,0,0,0
57.85690328599958,0,0,0
57.96064840100007,0,0,0
58.060465917998954,0,0,0
58.15972343999965,0,0,0
58.26066194299892,0,0,1
58.35784044199863,0,0,1
58.46068069699868,0,0,0
58.56035423999856,0,0,0
58.66099265399862,0,0,1
58.75800512499882,0,0,0
58.87725509499978,0,0,0
58.975137007999365,0,0,0
59.07739331399898,0,0,0
59.17568371199923,0,0,0
59.278376573998685,0,0,0
59.378906852,0,0,0
59.479292659998464,0,0,0
59.57749717399929,0,0,0
59.68141788399953,0,0,1
59.782929858998614,0,0,1
59.8804485369983,0,0,1
59.98188454299998,0,0,1
60.07691453899861,0,0,0
60.180012037999404,0,0,1
60.277659058998324,0,0,0
60.37918060899938,0,0,1
60.47528853899894,0,0,0
60.57423882199873,0,0,0
60.673837598998944,0,0,0
60.77564821199849,0,0,0
60.878255252999224,0,0,0
60.97792777699942,0,0,1
61.07775901199966,0,0,1
61.18095015199833,0,0,0
61.279590426998766,0,0,0
61.382666272998904,0,0,0
61.48418627599858,0,0,0
61.58408814299946,0,0,0
61.68828374899931,0,0,1
61.79146042999855,0,0,0
61.88683866899919,0,0,0
61.998428696999326,0,0,1
62.099409394999384,0,0,0
62.20213613899978,0,0,1
62.306578245999845,0,0,0
62.40311865500007,0,0,0
62.49942850499974,0,0,0
62.596738838999954,0,0,0
62.69754403999832,0,0,0
62.795735875999526,0,0,0
62.89630437899905,0,0,1
62.995630191999226,0,0,0
63.09976192399881,0,0,1
63.197056698998495,0,0,0
63.29735090399845,0,0,0
63.39577158999964,0,0,0
63.4971645659989,0,0,0
63.595583507998526,0,0,1
63.69432147399857,0,0,0
63.79276767999909,0,0,1
63.89311386999907,0,0,1
63.987211437999576,0,0,1
64.08445349299836,0,0,0
64.18172000499908,0,0,0
64.27987213199958,0,0,1
64.38183793200005,0,0,1
64.48284248799973,0,0,0
64.58458711399908,0,0,0
64.68734691600002,0,0,0
64.78287557099975,0,0,1
64.8832145109991,0,0,0
64.98329472899968,0,0,0
65.08350076499846,0,0,0
65.18167773099958,0,0,1
65.28342494499884,0,0,1
65.38052816299933,0,0,1
65.48210598499827,0,0,0
65.5808853439994,0,0,1
65.68061156799922,0,0,0
65.78026544899876,0,0,0
65.88112570799967,0,0,1
65.98224811799992,0,0,0
66.08355654799925,0,0,0
66.18916788699971,0,0,0
66.28532604099928,0,0,0
66.38656131299831,0,0,0
66.49914666899895,0,0,0
66.59982147799928,0,0,0
66.70047596499899,0,0,0
66.80754897799852,0,0,0
66.90742459099965,0,0,0
67.00374668499899,0,0,0
67.10163976799959,0,0,0
67.20406715799982,0,0,0
67.29954131999875,0,0,0
67.40033593599946,0,0,0
67.49914973999876,0,0,1
67.59795781799949,0,0,1
67.69616019599925,0,0,0
67.7955149069985,0,0,0
67.88960532099918,0,0,0
67.98600931799956,0,0,1
68.08503447299881,0,0,0
68.18346164600007,0,0,1
68.28455686099915,0,0,1
68.38349092399949,0,0,0
68.48344223299864,0,0,0
68.58020621799915,0,0,0
68.67957473999923,0,0,1
68.77329830999952,0,0,0
68.87159304599845,0,0,0
68.97055950599861,0,0,0
69.06790363299842,0,0,0
69.16934698599835,0,0,0
69.26777951199983,0,0,0
69.36704584499967,0,0,0
69.46748087599917,0,0,0
69.56566600299993,0,0,0
69.66482661999908,0,0,0
69.7641268059997,0,0,0
69.85964561999936,0,0,0
69.95853014899876,0,0,0
70.05493536699942,0,0,0
70.15277835099914,0,0,0
70.25194231799833,0,0,1
70.35074192999855,0,0,0
70.44965735299957,0,0,0
70.54688450999856,1,1,1
70.63920197499829,1,0,1
70.73819944699972,1,0,1
70.83279056899846,1,0,1
70.93321923599979,1,0,1
71.0351792829988,1,0,1
71.14159900599952,1,0,1
71.24106463599855,1,0,1
71.34091102699858,1,0,1
71.4357536489988,1,0,1
71.53328712799885,0,0,0
71.65178387199921,0,0,0
71.7521713949991,0,0,0
71.8549000619987,0,0,0
71.95235730399872,0,0,1
72.06245869599843,0,0,1
72.15806316699855,0,0,1
72.26005248899855,0,0,0
72.35769259299923,0,0,0
72.45765218299857,0,0,0
72.55680703500002,0,0,1
72.65576563099967,0,0,1
72.75375947499924,0,0,1
72.8530252219989,0,0,0
72.95164792899959,0,0,0
73.05108225899858,0,0,0
73.14633655899888,0,0,0
73.24583989899838,0,0,0
73.34111620699878,0,0,0
73.44076482299897,0,0,0
73.54067082099937,0,0,0
73.64280652599882,0,0,0
73.7425901229999,0,0,0
73.84166610399916,0,0,1
73.94058891599889,0,0,1
74.04233463799937,0,0,1
74.14064873799907,0,0,0
74.24189752799975,0,0,0
74.34036530599951,0,0,0
74.4424836649996,0,0,0
74.54322825700001,0,0,0
74.64267441099946,0,0,0
74.7409188519996,0,0,0
74.84094189899952,0,0,1
74.93914178699924,0,0,1
75.03797495099934,0,0,0
75.13478613799998,0,0,0
75.23156003599979,0,0,0
75.32800127299924,0,0,0
75.42528216899882,0,0,1
75.52641285999925,0,0,1
75.62522161699962,0,0,1
75.72664631399857,0,0,0
75.83638767999946,0,0,1
75.9311207769988,0,0,1
76.02747023199845,0,0,0
76.12704219999978,0,0,0
76.23087436099922,0,0,0
76.32923836199916,0,0,0
76.4315827399987,0,0,0
76.52938985299988,0,0,0
76.62811410299946,0,0,0
76.7290527289988,0,0,0
76.84392625099827,0,0,0
76.9459720119994,0,0,0
77.04684163999991,0,0,0
77.14723571600007,0,0,1
77.25088616299945,0,0,0
77.34598327399908,0,0,0
77.44543255200006,0,0,0
77.54353883199838,0,0,0
77.64397719199951,0,0,0
77.74023592699996,0,0,0
77.84156416799851,0,0,1
77.93397371599895,0,0,1
78.03250587999901,0,0,1
78.12997524099956,0,0,0
78.22864599599961,0,0,1
78.32858451299944,0,0,1
78.4242476749987,0,0,1
78.52321554599985,0,0,1
78.63109150799937,0,0,1
78.73536351599978,0,0,0
78.83899454699895,0,0,1
78.93241575499997,0,0,1
79.03394503099844,0,0,0
79.14847553999971,0,0,0
79.26038625399997,0,0,0
79.36610158599979,0,0,0
79.46270002599886,0,0,1
79.56045302199891,0,0,1
79.65859700500005,0,0,0
79.76082721399871,0,0,1
79.86910799999896,0,0,0
79.97000807099903,0,0,0
80.06563516099959,0,0,0
80.16453131999879,0,0,0
80.26280453299842,0,0,0
80.36212369799978,0,0,1
80.45961668699965,0,0,1
80.55933297799857,0,0,0
80.65279311799895,0,0,0
80.75304749299903,0,0,0
80.84910729699914,0,0,0
80.95006059299885,0,0,1
81.05220122799983,0,0,1
81.15031984799862,0,0,1
81.2471025879986,0,0,1
81.34839486399869,0,0,1
81.44773106999855,0,0,0
81.5448976839998,0,0,0
81.64305993599919,0,0,0
81.73627351199866,0,0,0
81.83670667899969,0,0,0
81.94254418899982,0,0,1
82.04199776399946,0,0,0
82.13551039899903,0,0,0
82.23476668999865,0,0,1
82.33503758499864,0,0,0
82.43460504099858,0,0,0
82.53134798799874,0,0,0
82.6294942429995,0,0,1
82.72708591399896,0,0,1
82.82267426099861,0,0,0
82.91967091399965,0,0,0
83.01539522099847,0,0,0
83.11900642399996,0,0,0
83.2164941079991,0,0,0
83.32332746299835,0,0,0
83.41989504699995,0,0,0
83.51842418599881,0,0,0
83.63567745999899,0,0,0
83.73474584599899,0,0,0
83.83441597799902,0,0,0
83.94569924699863,0,0,0
84.05825427499985,0,0,0
84.15817023899945,0,0,1
84.25598267499845,1,1,1
84.34638758599976,1,0,1
84.45036419600001,1,0,1
84.55083493299935,1,0,1
84.65435256399905,1,0,1
84.75279759199839,1,0,1
84.85400844399919,1,0,1
84.95673838499897,1,0,1
85.05689849800001,1,0,1
85.16128750799908,1,0,1
85.25962577599967,0,0,0
85.365980605,0,0,1
85.47509679199902,0,0,0
85.59043956099958,0,0,1
85.69864419799887,0,0,1
