labels,F4,F3,Fz,Cz,timestamps
0,-0.1768349846120807,2.1475958384848646,2.8545900579027075,-1.0002915298165218,-2.0000277681360075
0,0.3338927641557488,3.1171664318055137,3.354454101188562,6.671376766164235,-1.995027698715667
0,7.374626807675232,4.446743031191364,3.1643225928179697,4.4830417256109065,-1.9900276292953265
0,-0.654632849491507,2.6163256343943875,0.06419554182887773,1.4247033876960944,-1.985027559874986
0,5.456113796924075,5.725914238816294,4.494072957015117,5.236361791205072,-1.980027490454649
0,4.996866750869275,9.555508841438678,6.993954846919103,-1.1119830253987617,-1.9750274210343086
0,1.907626015930189,5.635109438675883,0.09384121972722534,1.6996689761103805,-1.9700273516139681
0,-3.291608404645578,-7.365283973654342,-5.146267916710878,-4.5786821661491715,-1.9650272821936277
0,2.4191634922310916,-2.715671400011908,0.053627445378704605,-1.1270364140093312,-1.9600272127732872
0,17.029941709529815,13.633947155200117,14.063527313826718,10.814606270793046,-1.9550271433529467
0,-0.019273750214654273,3.6935716874684537,0.06343169624274794,-7.923754073551641,-1.9500270739326062
0,4.911517114842782,2.0132021917905045,0.19334059975049395,2.51788259098445,-1.9450270045122657
0,1.5623143059895561,-1.8371613373246074,-3.126745968857011,-5.850483697562829,-1.9400269350919288
0,7.453117824146007,12.91248109435206,7.653171997148595,6.861147098977616,-1.9350268656715883
0,0.9139276698697285,8.552129480678296,-1.0769054955756172,11.482775018740698,-1.9300267962512478
0,13.414743843273497,12.631783814787497,10.523021559385386,23.56440009931471,-1.9250267268309074
0,1.5555663439104541,3.171444088870801,-0.5870468319332741,6.866022377121272,-1.9200266574105669
0,2.336395170723043,3.8011102942703103,0.9228893361059758,4.017641887208617,-1.9150265879902264
0,5.37723032217547,4.840782421730745,3.712830068868408,2.1492586636192623,-1.910026518569886
0,5.41807179636326,7.780460461538757,6.422775371506085,2.1508727398725815,-1.905026449149549
0,10.78891959092155,14.400144403414787,13.8727252487754,11.002484149150783,-1.9000263797292085
0,5.049773702848028,4.589834236275749,10.10267970470279,6.124092924175363,-1.895026310308868
0,3.780634128436305,6.969529948139124,4.712638742354422,4.32569909702489,-1.8900262408885276
0,0.5815008634046368,3.9292315262632904,0.9926023639298839,-0.9626973008265083,-1.885026171468187
0,-1.0776260968638673,-0.11106104264267858,0.8825705710960672,-0.47109623825161173,-1.8800261020478466
0,-10.746746757038144,-8.981347772153246,-9.837456634654107,-15.829497684123643,-1.8750260326275061
0,-8.6658611214703,-6.211628675720663,-6.377479251634261,-3.957901606891961,-1.8700259632071656
0,-2.1349691938735025,-4.421903766311807,0.9725027223231361,-6.506307974273742,-1.8650258937868287
0,-1.114070977317444,-0.7121730563356503,2.6124892898133623,-0.7447167532907755,-1.8600258243664882
0,8.3768335254595,8.39756344213291,6.732480453506365,7.1068720894407935,-1.8550257549461477
0,3.7077443116367945,5.647305716951283,4.632476215800092,-5.671541412624659,-1.8500256855258073
0,3.458661378017966,7.497053755531465,6.302476578625024,-1.089957226089112,-1.8450256161054668
0,0.12958472098768825,5.686807544661703,2.6124815433942334,-2.6883753174737137,-1.8400255466851263
