labels,F4,F3,Fz,Cz,timestamps
0,-1973.43,-834.33,-1550.56,-1626.75,-2.000028161081403
0,-1959.4,-826.52,-1537.11,-1616.33,-1.995028090678698
0,-1970.01,-827.85,-1546.1,-1623.97,-1.9900280202759966
0,-1970.86,-825.33,-1531.71,-1618.74,-1.9850279498732917
0,-1920.79,-798.28,-1513.65,-1608.83,-1.9800278794705868
0,-1918.47,-793.71,-1501.5,-1606.65,-1.9750278090678854
0,-1953.31,-805.23,-1528.06,-1635.31,-1.9700277386651806
0,-1998.77,-855.65,-1573.16,-1688.06,-1.9650276682624757
0,-1973.79,-840.93,-1553.19,-1667.74,-1.9600275978597743
0,-1993.1,-877.34,-1592.45,-1698.59,-1.9550275274570694
0,-1977.16,-839.37,-1548.04,-1661.76,-1.950027457054368
0,-1963.1,-817.62,-1546.57,-1650.15,-1.9450273866516632
0,-1939.59,-805.22,-1523.49,-1632.25,-1.9400273162489583
0,-1954.42,-809.79,-1521.21,-1638.02,-1.935027245846257
0,-1970.2,-824.78,-1550.76,-1660.42,-1.930027175443552
0,-1951.7,-798.49,-1516.29,-1632.25,-1.9250271050408507
0,-1950.14,-802.38,-1517.62,-1639.59,-1.9200270346381458
0,-2018.57,-873.52,-1598.68,-1702.59,-1.915026964235441
0,-1930.81,-817.79,-1528.35,-1626.5,-1.9100268938327396
0,-1912.35,-789.0,-1501.1,-1605.03,-1.9050268234300347
0,-1960.38,-823.01,-1534.04,-1621.64,-1.9000267530273334
0,-1979.61,-840.7,-1557.99,-1637.33,-1.8950266826246285
0,-1973.76,-830.39,-1550.18,-1613.72,-1.8900266122219236
0,-1985.81,-859.57,-1567.79,-1625.53,-1.8850265418192222
0,-1958.32,-839.01,-1558.47,-1625.51,-1.8800264714165174
0,-1927.66,-787.29,-1502.33,-1577.98,-1.8750264010138125
0,-1938.64,-785.68,-1511.36,-1573.75,-1.8700263306111111
0,-1933.75,-811.77,-1531.55,-1594.96,-1.8650262602084062
0,-1981.61,-843.76,-1559.94,-1623.53,-1.8600261898057049
