labels,F4,F3,Fz,Cz,timestamps
0,1.066516609166791,4.8804163113543595,0.38571666059146126,-2.2369783754284214,-1.9999056441928715
0,1.2157729306677878,0.5106289873892369,1.5852024371478022,0.44017674554841113,-1.9949058800823884
0,3.8450321306824122,6.090838390395466,6.014684786536408,4.337332620597969,-1.989906115971909
0,5.424294221535745,5.8810445284884185,8.304163716594733,2.58448928847692,-1.9849063518614258
0,6.763559215203078,3.111247409356718,6.393639234658394,0.7016467877192725,-1.9799065877509427
0,2.052827123183438,1.4014470402384367,0.1231113474471126,-0.12119484335995834,-1.9749068236404632
0,0.02209795652302135,-2.228356571942805,-0.4674199387919256,-3.1240355665389705,-1.9699070595299801
0,1.4613717259859778,2.141836579614908,-2.1579546179977815,1.1631246564448252,-1.964907295419497
0,0.8406484422037979,5.732026501654895,-0.33849268407975464,-0.6397141360576324,-1.959907531309014
0,-0.08007188427871167,-3.017786799233272,-2.53903413083398,-0.9125519056400812,-1.9549077671985344
0,-0.6707892429768428,-1.1776033166273336,-3.609578951905025,-2.3253886138456363,-1.9499080030880513
0,-1.391503623407484,-0.1774230441177439,-2.1201271407225093,2.041775777868457,-1.9449082389775683
0,-5.1122150150014996,-1.5672459751993328,-5.430678690435635,-0.7010586918893443,-1.9399084748670852
0,-5.432923406964231,0.5229278967214697,-2.961233593862506,-0.19389198450478173,-1.9349087107566056
0,-0.8036287881392564,-2.346901421691483,0.22820815652147952,0.5832759386277195,-1.9299089466461226
0,6.115668852943633,4.3632660762765,0.8376465684835837,5.430445116078155,-1.9249091825356395
0,3.6249695277765244,5.1634303972848885,1.2070816498601669,4.347615586245344,-1.9199094184251564
0,11.094273247524866,11.623591547691179,8.146513408390465,8.15478738716132,-1.9149096543146769
0,2.643580022791207,5.353749533256763,5.055941851518666,0.5819605563614494,-1.9099098902041938
0,5.492889863549839,7.853904358987856,6.255366986195683,2.4191351309152136,-1.9049101260937107
0,1.4022027792437206,0.754056029184679,2.084788818816969,1.7463111475763258,-1.8999103619832276
0,0.8115187789442219,0.754204547636649,1.7942073553150806,2.693488642887509,-1.894910597872748
0,-1.6091621284883857,1.4943499178541897,-1.216377398673004,2.2006676531859943,-1.889910833762265
0,0.40016006574579405,6.0644921431807415,4.933034562334914,5.2178482145680904,-1.884911069651782
0,1.8894853704557961,3.1846312267150676,-0.20755675630980286,5.685030362811987,-1.8799113055412988
0,1.2388137944168458,5.594767171181871,-0.6381513494083493,2.382214133282207,-1.8749115414308193
0,-2.7918546536781017,5.754899978861401,-0.708749211847195,3.489399560915799,-1.8699117773203362
0,0.6374800348342619,-2.714970348408499,1.0406496614964302,5.246586680275876,-1.8649120132098531
0,-3.4131821313168604,-7.034843809046934,-7.7699547241900415,-3.5562244744009,-1.85991224909937
0,-3.873841143258855,-0.7747204013719593,-3.530562363525342,-4.609033869054068,-1.8549124849888905
0,4.335503008075447,4.745399876576308,6.408826749181574,9.868158530409747,-1.8499127208784074
0,0.16485033186700515,-0.6744829731374271,2.8082126197604214,-0.5446472419301545,-1.8449129567679243
0,4.854200837220046,3.7356310514334456,6.967595253829274,0.9025488477869206,-1.8399131926574412
0,3.1935545330132107,3.6857419520359604,3.3869746565787646,3.659746833184907,-1.8349134285469617
0,2.262911427825929,1.0058497301724245,1.706350832744739,4.256946747693067,-1.8299136644364786
0,-0.17772847005240144,1.6759543870888103,0.24572378670949768,-0.09585137551497391,-1.8249139003259955
0,7.321634847437339,4.656055923812779,2.0050935226499145,2.8313524964695,-1.8199141362155125
0,7.91100138805996,3.626154341128418,5.414460044589914,4.948558396333725,-1.814914372105033
0,7.9503711590621515,3.6962496394919437,5.403823356299066,6.375766356478519,-1.8099146079945498
0,1.6397441670208888,-0.6136581809828582,-1.2268165388253012,-6.2670235910615375,-1.8049148438840668
0,-0.6408795820506297,-4.473569120391538,-4.637459637669204,-4.399811414443016,-1.7999150797735837
0,0.678499917570775,-2.4734831787954192,1.3218940628664895,-0.7925970816670183,-1.7949153156631041
0,-1.672117328463103,-2.4034003560249904,-2.088755433972209,-0.8953805604354721,-1.789915551552621
0,-4.182731314453425,-6.623320651609049,-4.939408124786219,-0.8581618182488897,-1.784915787442138
0,-0.963342034545235,1.7067559352499888,-1.3100640059758524,3.1590591774726287,-1.7799160233316549
0,-1.533949482661279,-6.033170594339774,-0.9507230736804996,4.126282459264764,-1.7749162592211754
0,-8.154553652490176,-8.563100238957412,-9.061385323780366,-3.9864919405017725,-1.7699164951106923
0,-1.475154537407883,-3.58303299673266,-2.112050751825429,0.5007360104150647,-1.7649167310002092
0,0.8142478695816439,-2.62296886524273,-3.3527193529316888,2.167966344257967,-1.759916966889726
0,-7.586346424237634,-7.992907841575984,-9.563391121771671,-4.334800906703128,-1.7549172027792466
0,-4.80693741131141,-8.502849922339337,-8.384066052504906,-5.347565710127246,-1.7499174386687635
0,0.32247491629543584,-6.042795103518086,-3.0947441386240717,3.7296719665364915,-1.7449176745582804
0,-6.888109433092212,-12.012743380356088,-12.73542537290938,-4.2130878439383475,-1.7399179104478009
0,4.261309549143877,0.5673052526683999,-4.18610974742997,3.7541548913217513,-1.7349181463373178
0,-6.839268128167451,-9.55264919824089,-10.976797253494627,-6.008599794768848,-1.7299183822268347
0,0.2701575439779231,-4.882606726309206,-5.047487881632165,-3.111351869187687,-1.7249186181163516
0,-7.49041342518901,-6.692567324193859,-11.318181621599166,-10.79410129861721,-1.719918854005872
0,-0.28098102612236675,1.2474690160107356,1.2611215375929248,-3.66684804921749,-1.714919089895389
0,-1.501545248951506,2.787502302584327,-0.019578392494756902,-5.009592086522155,-1.709919325784906
0,1.027893916415334,1.377532543877471,-2.940281400022395,2.6676666244565994,-1.7049195616744228
0,2.3373364801381573,4.927559748085862,0.5290125269571044,2.5749281189639537,-1.6999197975639433
0,-2.123217547666407,-1.7324160768301655,-2.1216965995089225,0.14219243222849287,-1.6949200334534602
