0,-183.93,220.18,-22.04,78.45,0.0,0.0,0.0, 15:26:34.036,1625340394036
1,-176.88,302.25,-56.74,63.78,0.0,0.0,0.0, 15:26:34.051,1625340394051
2,-170.59,315.12,-75.99,56.45,0.0,0.0,0.0, 15:26:34.051,1625340394051
3,-165.31,317.83,-86.55,52.45,0.0,0.0,0.0, 15:26:34.066,1625340394066
4,-155.82,322.19,-83.27,49.93,0.0,0.0,0.0, 15:26:34.066,1625340394066
5,-141.05,327.17,-79.01,58.8,0.0,0.0,0.0, 15:26:34.067,1625340394067
6,-153.65,301.52,-94.33,41.14,0.0,0.0,0.0, 15:26:34.067,1625340394067
7,-145.82,299.75,-95.24,43.64,0.0,0.0,0.0, 15:26:34.081,1625340394081
8,-132.31,295.66,-86.95,52.07,0.0,0.0,0.0, 15:26:34.081,1625340394081
9,-84.14,336.09,-47.38,87.55,0.0,0.0,0.0, 15:26:34.096,1625340394096
10,-105.57,313.2,-70.09,70.7,0.0,0.0,0.0, 15:26:34.096,1625340394096
11,-84.94,327.79,-52.07,89.49,0.0,0.0,0.0, 15:26:34.097,1625340394097
12,-94.22,311.17,-61.91,75.77,0.0,0.0,0.0, 15:26:34.097,1625340394097
13,-99.98,297.16,-74.65,62.28,0.0,0.0,0.0, 15:26:34.110,1625340394110
14,-108.66,282.48,-84.94,53.71,0.0,0.0,0.0, 15:26:34.110,1625340394110
15,-97.29,291.67,-75.32,60.68,0.0,0.0,0.0, 15:26:34.126,1625340394126
16,-93.79,292.22,-73.82,68.09,0.0,0.0,0.0, 15:26:34.126,1625340394126
17,-85.57,288.6,-69.66,73.55,0.0,0.0,0.0, 15:26:34.127,1625340394127
18,-65.18,303.55,-46.39,92.39,0.0,0.0,0.0, 15:26:34.127,1625340394127
19,-106.69,263.13,-92.1,50.88,0.0,0.0,0.0, 15:26:34.140,1625340394140
20,-75.12,287.11,-60.95,77.12,0.0,0.0,0.0, 15:26:34.140,1625340394140
21,-59.37,301.83,-49.43,89.28,0.0,0.0,0.0, 15:26:34.156,1625340394156
22,-83.92,275.55,-73.92,68.83,0.0,0.0,0.0, 15:26:34.156,1625340394156
23,-82.06,281.66,-71.35,68.46,0.0,0.0,0.0, 15:26:34.157,1625340394157
24,-101.11,251.8,-98.89,46.45,0.0,0.0,0.0, 15:26:34.157,1625340394157
25,-101.73,247.33,-101.71,46.82,0.0,0.0,0.0, 15:26:34.170,1625340394170
26,-89.88,259.03,-84.38,58.01,0.0,0.0,0.0, 15:26:34.170,1625340394170
27,-85.13,266.48,-77.33,62.37,0.0,0.0,0.0, 15:26:34.186,1625340394186
28,-88.43,257.6,-84.88,57.07,0.0,0.0,0.0, 15:26:34.186,1625340394186
29,-82.76,261.07,-80.87,58.77,0.0,0.0,0.0, 15:26:34.187,1625340394187
30,-71.22,267.92,-69.49,71.25,0.0,0.0,0.0, 15:26:34.187,1625340394187
31,-86.69,250.01,-86.8,55.17,0.0,0.0,0.0, 15:26:34.201,1625340394201
32,-56.41,273.28,-61.58,80.18,0.0,0.0,0.0, 15:26:34.201,1625340394201
33,-67.71,260.38,-71.57,67.6,0.0,0.0,0.0, 15:26:34.216,1625340394216
34,-65.32,268.94,-72.44,67.7,0.0,0.0,0.0, 15:26:34.216,1625340394216
35,-33.89,296.97,-38.09,97.03,0.0,0.0,0.0, 15:26:34.217,1625340394217
36,-58.42,274.9,-67.53,71.16,0.0,0.0,0.0, 15:26:34.217,1625340394217
37,-32.41,301.67,-36.96,98.88,0.0,0.0,0.0, 15:26:34.231,1625340394231
38,-85.48,248.86,-86.15,49.98,0.0,0.0,0.0, 15:26:34.231,1625340394231
39,-72.18,260.65,-74.91,61.02,0.0,0.0,0.0, 15:26:34.246,1625340394246
40,-71.89,261.51,-75.78,60.47,0.0,0.0,0.0, 15:26:34.246,1625340394246
41,-88.61,245.32,-89.87,42.68,0.0,0.0,0.0, 15:26:34.247,1625340394247
42,-62.95,270.72,-67.63,67.36,0.0,0.0,0.0, 15:26:34.247,1625340394247
43,-78.62,250.31,-85.92,59.18,0.0,0.0,0.0, 15:26:34.260,1625340394260
44,-102.2,220.52,-110.81,32.16,0.0,0.0,0.0, 15:26:34.260,1625340394260
45,-94.68,233.21,-101.12,38.58,0.0,0.0,0.0, 15:26:34.276,1625340394276
46,-99.77,225.9,-106.0,29.44,0.0,0.0,0.0, 15:26:34.276,1625340394276
47,-73.71,254.42,-78.95,61.17,0.0,0.0,0.0, 15:26:34.277,1625340394277
48,-86.34,235.73,-95.55,49.0,0.0,0.0,0.0, 15:26:34.277,1625340394277
49,-85.77,225.55,-98.56,38.07,0.0,0.0,0.0, 15:26:34.291,1625340394291
50,-94.32,225.8,-107.71,40.07,0.0,0.0,0.0, 15:26:34.291,1625340394291
51,-37.08,283.17,-49.27,89.8,0.0,0.0,0.0, 15:26:34.306,1625340394306
52,-63.56,259.23,-77.33,59.17,0.0,0.0,0.0, 15:26:34.306,1625340394306
53,-72.6,248.76,-89.91,50.83,0.0,0.0,0.0, 15:26:34.307,1625340394307
54,-91.81,230.48,-106.34,28.24,0.0,0.0,0.0, 15:26:34.307,1625340394307
55,-98.41,227.61,-108.81,20.98,0.0,0.0,0.0, 15:26:34.321,1625340394321
56,-66.74,265.82,-76.02,55.31,0.0,0.0,0.0, 15:26:34.321,1625340394321
57,-89.58,238.36,-100.78,36.04,0.0,0.0,0.0, 15:26:34.336,1625340394336
58,-64.97,256.96,-77.68,50.22,0.0,0.0,0.0, 15:26:34.336,1625340394336
59,-57.15,264.39,-69.89,54.82,0.0,0.0,0.0, 15:26:34.337,1625340394337
60,-49.64,271.11,-62.5,61.07,0.0,0.0,0.0, 15:26:34.337,1625340394337
61,-72.27,241.58,-87.84,37.67,0.0,0.0,0.0, 15:26:34.351,1625340394351
62,-69.92,255.72,-78.79,44.06,0.0,0.0,0.0, 15:26:34.351,1625340394351
63,-61.13,257.35,-76.42,45.97,0.0,0.0,0.0, 15:26:34.366,1625340394366
64,-52.97,261.5,-68.11,53.68,0.0,0.0,0.0, 15:26:34.366,1625340394366
65,-60.7,256.32,-70.86,51.84,0.0,0.0,0.0, 15:26:34.367,1625340394367
66,-56.55,262.11,-68.52,52.98,0.0,0.0,0.0, 15:26:34.367,1625340394367
67,-56.67,259.68,-72.64,45.69,0.0,0.0,0.0, 15:26:34.381,1625340394381
68,-66.11,252.45,-81.34,40.74,0.0,0.0,0.0, 15:26:34.381,1625340394381
69,-63.92,245.82,-84.1,43.38,0.0,0.0,0.0, 15:26:34.397,1625340394397
70,-54.09,261.43,-72.5,55.68,0.0,0.0,0.0, 15:26:34.397,1625340394397
71,-52.53,255.04,-75.96,50.83,0.0,0.0,0.0, 15:26:34.397,1625340394397
72,-37.73,272.09,-55.38,68.68,0.0,0.0,0.0, 15:26:34.397,1625340394397
73,-57.74,255.6,-75.36,51.08,0.0,0.0,0.0, 15:26:34.411,1625340394411
74,-51.66,260.39,-68.12,64.76,0.0,0.0,0.0, 15:26:34.411,1625340394411
75,-34.23,279.48,-46.73,83.05,0.0,0.0,0.0, 15:26:34.427,1625340394427
76,-19.91,291.53,-34.4,96.61,0.0,0.0,0.0, 15:26:34.427,1625340394427
77,-72.28,234.2,-94.7,41.75,0.0,0.0,0.0, 15:26:34.427,1625340394427
78,-37.72,266.58,-59.89,77.42,0.0,0.0,0.0, 15:26:34.427,1625340394427
79,-78.21,225.78,-96.1,35.74,0.0,0.0,0.0, 15:26:34.441,1625340394441
80,-76.25,224.0,-99.5,37.4,0.0,0.0,0.0, 15:26:34.441,1625340394441
81,-63.72,241.07,-81.42,58.88,0.0,0.0,0.0, 15:26:34.456,1625340394456
82,-67.89,238.26,-83.54,50.31,0.0,0.0,0.0, 15:26:34.456,1625340394456
83,-80.97,223.32,-100.49,36.23,0.0,0.0,0.0, 15:26:34.457,1625340394457
84,-67.82,234.88,-87.13,51.41,0.0,0.0,0.0, 15:26:34.457,1625340394457
85,-79.82,228.32,-94.39,46.35,0.0,0.0,0.0, 15:26:34.471,1625340394471
86,-47.03,264.43,-59.75,81.11,0.0,0.0,0.0, 15:26:34.471,1625340394471
87,-46.71,265.07,-62.38,74.27,0.0,0.0,0.0, 15:26:34.486,1625340394486
88,-42.85,270.76,-59.13,80.16,0.0,0.0,0.0, 15:26:34.486,1625340394486
89,-76.24,239.15,-89.29,44.41,0.0,0.0,0.0, 15:26:34.487,1625340394487
90,-84.9,227.16,-97.24,37.42,0.0,0.0,0.0, 15:26:34.487,1625340394487
91,-59.27,252.64,-73.17,59.72,0.0,0.0,0.0, 15:26:34.501,1625340394501
92,-81.63,226.31,-94.47,38.4,0.0,0.0,0.0, 15:26:34.501,1625340394501
93,-69.42,240.43,-85.55,54.28,0.0,0.0,0.0, 15:26:34.517,1625340394517
94,-100.86,209.74,-118.09,25.4,0.0,0.0,0.0, 15:26:34.517,1625340394517
95,-83.67,229.95,-98.57,42.58,0.0,0.0,0.0, 15:26:34.517,1625340394517
96,-55.89,258.87,-67.78,74.46,0.0,0.0,0.0, 15:26:34.517,1625340394517
97,-98.73,219.42,-108.15,32.69,0.0,0.0,0.0, 15:26:34.531,1625340394531
98,-98.29,218.13,-108.19,36.25,0.0,0.0,0.0, 15:26:34.531,1625340394531
99,-96.42,218.35,-107.46,30.01,0.0,0.0,0.0, 15:26:34.547,1625340394547
100,-93.45,220.14,-107.28,31.23,0.0,0.0,0.0, 15:26:34.547,1625340394547
101,-108.75,201.31,-127.45,10.84,0.0,0.0,0.0, 15:26:34.548,1625340394548
102,-82.15,233.14,-92.16,44.54,0.0,0.0,0.0, 15:26:34.548,1625340394548
103,-64.16,247.11,-78.62,63.52,0.0,0.0,0.0, 15:26:34.561,1625340394561
104,-106.99,202.57,-123.3,17.05,0.0,0.0,0.0, 15:26:34.561,1625340394561
105,-99.14,220.56,-108.89,32.34,0.0,0.0,0.0, 15:26:34.576,1625340394576
106,-99.34,216.87,-113.73,30.61,0.0,0.0,0.0, 15:26:34.576,1625340394576
107,-90.33,221.88,-104.68,36.77,0.0,0.0,0.0, 15:26:34.577,1625340394577
108,-46.24,268.34,-63.18,83.92,0.0,0.0,0.0, 15:26:34.577,1625340394577
109,-66.25,247.36,-78.95,67.26,0.0,0.0,0.0, 15:26:34.591,1625340394591
110,-125.38,189.09,-138.89,4.95,0.0,0.0,0.0, 15:26:34.591,1625340394591
111,-44.41,268.41,-55.28,82.12,0.0,0.0,0.0, 15:26:34.606,1625340394606
112,-108.4,204.62,-120.17,22.38,0.0,0.0,0.0, 15:26:34.606,1625340394606
113,-79.67,235.0,-93.14,49.74,0.0,0.0,0.0, 15:26:34.607,1625340394607
114,-1.02,307.72,-16.62,127.81,0.0,0.0,0.0, 15:26:34.607,1625340394607
115,-105.44,208.3,-119.56,17.74,0.0,0.0,0.0, 15:26:34.621,1625340394621
116,-90.9,221.26,-106.4,33.05,0.0,0.0,0.0, 15:26:34.621,1625340394621
117,-103.28,211.22,-115.04,22.79,0.0,0.0,0.0, 15:26:34.636,1625340394636
118,-105.38,206.2,-122.22,16.37,0.0,0.0,0.0, 15:26:34.636,1625340394636
