labels,F4,F3,Fz,Cz,timestamps
0,-1951.43,-825.06,-1539.88,-1623.66,-1.9998762170011126
0,-1964.4,-821.77,-1536.46,-1626.4,-1.9948765264586115
0,-1948.47,-821.53,-1538.92,-1632.28,-1.9898768359161068
0,-1952.2,-811.6,-1528.88,-1618.67,-1.9848771453736056
0,-1961.74,-805.88,-1514.0,-1609.41,-1.979877454831101
0,-1950.13,-811.24,-1530.26,-1619.4,-1.9748777642885997
0,-1983.53,-819.35,-1540.65,-1626.42,-1.969878073746095
0,-1965.07,-814.22,-1537.78,-1627.67,-1.9648783832035939
0,-1980.63,-827.02,-1546.88,-1641.3,-1.9598786926610892
0,-1945.04,-832.3,-1558.14,-1645.23,-1.954879002118588
0,-2000.82,-840.15,-1558.71,-1655.7,-1.9498793115760868
0,-1975.16,-840.16,-1561.44,-1652.89,-1.9448796210335821
0,-2000.98,-846.38,-1567.46,-1661.27,-1.939879930491081
0,-2018.48,-848.91,-1572.97,-1662.24,-1.9348802399485763
0,-2006.09,-852.65,-1574.46,-1667.05,-1.9298805494060751
0,-1999.69,-847.16,-1567.04,-1656.0,-1.9248808588635704
0,-1990.31,-861.64,-1575.0,-1661.22,-1.9198811683210693
0,-1964.7,-848.04,-1565.12,-1650.7,-1.9148814777785645
0,-1963.16,-827.32,-1551.16,-1633.86,-1.9098817872360634
0,-1991.68,-831.97,-1556.5,-1635.31,-1.9048820966935587
0,-1978.59,-842.19,-1562.18,-1646.59,-1.8998824061510575
0,-2012.54,-839.97,-1561.84,-1647.52,-1.8948827156085564
0,-2001.42,-841.94,-1565.48,-1651.14,-1.8898830250660517
0,-2018.15,-859.68,-1580.61,-1660.37,-1.8848833345235505
0,-2009.45,-859.64,-1577.63,-1657.21,-1.8798836439810458
0,-1999.52,-855.94,-1576.73,-1658.85,-1.8748839534385446
0,-2016.32,-850.77,-1567.86,-1659.0,-1.86988426289604
0,-1985.23,-846.49,-1573.91,-1657.79,-1.8648845723535388
0,-1944.87,-834.98,-1563.69,-1642.13,-1.859884881811034
0,-1979.27,-847.15,-1572.15,-1657.48,-1.854885191268533
0,-1998.11,-847.98,-1569.61,-1657.5,-1.8498855007260282
0,-1990.34,-827.66,-1552.68,-1646.86,-1.844885810183527
0,-2003.79,-836.49,-1559.75,-1653.15,-1.8398861196410259
0,-1967.47,-835.87,-1558.37,-1649.82,-1.8348864290985212
0,-1974.14,-829.34,-1554.56,-1648.53,-1.82988673855602
0,-1949.19,-840.15,-1558.32,-1656.15,-1.8248870480135153
0,-1965.94,-849.9,-1572.58,-1665.91,-1.8198873574710142
0,-1994.25,-849.54,-1563.87,-1656.3,-1.8148876669285094
0,-1979.25,-837.76,-1549.8,-1642.92,-1.8098879763860083
0,-1946.48,-816.38,-1529.26,-1622.85,-1.8048882858435036
0,-1947.8,-823.36,-1537.2,-1619.91,-1.7998885953010024
0,-1953.0,-827.79,-1540.89,-1626.44,-1.7948889047584977
0,-1988.51,-832.14,-1550.24,-1630.79,-1.7898892142159966
0,-2014.07,-840.14,-1564.05,-1644.0,-1.7848895236734919
0,-1989.58,-848.01,-1572.06,-1653.41,-1.7798898331309907
0,-1959.0,-840.86,-1563.34,-1649.87,-1.7748901425884895
0,-1975.08,-855.65,-1576.12,-1662.19,-1.7698904520459848
0,-1966.83,-846.06,-1568.65,-1655.8,-1.7648907615034837
0,-1967.92,-842.65,-1566.89,-1643.84,-1.759891070960979
0,-2020.85,-845.84,-1570.11,-1650.55,-1.7548913804184778
0,-1993.33,-828.75,-1553.86,-1632.02,-1.749891689875973
0,-1967.78,-828.64,-1544.83,-1626.57,-1.744891999333472
0,-1942.94,-804.87,-1526.82,-1608.22,-1.7398923087909672
0,-1965.57,-817.1,-1538.37,-1624.61,-1.734892618248466
0,-1928.79,-814.43,-1539.53,-1626.65,-1.7298929277059614
0,-1966.9,-816.15,-1541.34,-1632.29,-1.7248932371634602
0,-1956.32,-816.79,-1535.31,-1627.27,-1.719893546620959
0,-1936.05,-817.01,-1532.34,-1629.24,-1.7148938560784543
0,-1957.73,-824.16,-1543.97,-1637.48,-1.7098941655359532
0,-1968.95,-829.53,-1552.91,-1645.31,-1.7048944749934485
0,-1963.6,-828.55,-1548.55,-1641.89,-1.6998947844509473
0,-1980.67,-840.94,-1563.74,-1652.79,-1.6948950939084426
0,-2015.77,-834.51,-1561.24,-1647.09,-1.6898954033659415
0,-1973.53,-838.15,-1554.96,-1649.55,-1.6848957128234368
0,-2021.17,-849.14,-1570.11,-1665.29,-1.6798960222809356
0,-1985.5,-843.68,-1564.28,-1654.87,-1.6748963317384309
0,-1979.73,-836.42,-1548.64,-1649.02,-1.6698966411959297
0,-1958.37,-836.13,-1549.46,-1648.29,-1.6648969506534286
0,-1982.66,-838.34,-1547.91,-1648.34,-1.6598972601109239
0,-2012.77,-838.43,-1552.7,-1636.66,-1.6548975695684227
0,-1997.35,-832.37,-1548.06,-1630.12,-1.649897879025918
